site,site_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
PUBLIC WORKS,840191535885,21.0,19.0,21.0,24.0,29.0,11.0,24.0,22.0,12.0,17.0,18.0,23.0,27.0,31.0,25.0,18.0,16.0,19.0,22.0,27.0,26.0,19.0,18.0,18.0
PUBLIC WORKS,840191535885,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Paducah Transit,840211451027,21.5,23.0,23.3,23.3,24.6,23.8,22.3,24.1,29.1,28.6,23.5,22.3,30.6,31.1,26.5,23.3,22.6,19.6,20.8,21.5,22.1,20.8,22.8,23.8
Paducah Transit,840211451027,G,G,G,G,G,G,G,G,G,G,B,B,G,G,G,G,G,G,G,G,G,G,G,G
Sipayik,840230290033,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sipayik,840230290033,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Princess Anne,840240396431,64.4,58.2,60.5,127.0,156.0,158.9,158.3,156.0,155.9,155.3,149.9,146.0,138.4,126.2,131.1,131.1,123.2,118.0,118.5,119.5,125.0,132.0,136.3,137.5
Princess Anne,840240396431,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Pocomoke City,840240476432,57.1,52.2,47.7,56.2,85.2,100.9,118.0,131.0,140.5,139.1,131.1,129.1,118.9,111.2,114.7,115.2,111.0,104.5,107.2,106.2,110.4,123.7,125.9,127.7
Pocomoke City,840240476432,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Lake Montebello,840245105253,74.0,100.0,102.0,100.0,104.0,117.0,116.0,115.0,100.0,93.0,71.0,63.0,65.0,59.0,58.0,56.0,60.0,55.0,54.0,70.0,81.0,78.0,87.0,96.0
Lake Montebello,840245105253,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
PittsfieldES,840250030008,44.0,53.0,63.0,61.0,66.0,64.0,64.0,65.0,75.0,101.0,114.0,117.0,133.0,95.0,87.0,95.0,59.0,51.0,59.0,68.0,89.0,94.0,113.0,111.0
PittsfieldES,840250030008,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
ChelmsfordNR,840250170010,22.0,28.0,34.0,32.0,33.0,32.0,27.0,23.0,22.0,19.0,15.0,17.0,13.0,9.0,7.0,6.0,5.0,5.0,6.0,8.0,9.0,10.0,12.0,14.0
ChelmsfordNR,840250170010,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
WeymouthFR,840250212005,20.0,31.0,36.0,33.0,31.0,30.0,29.0,26.0,21.0,19.0,16.0,17.0,17.0,16.0,11.0,7.0,7.0,6.0,6.0,6.0,7.0,8.0,10.0,12.0
WeymouthFR,840250212005,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
BOSTON-Chinatown,840250250045,21.0,27.0,32.0,32.0,33.0,31.0,29.0,27.0,22.0,20.0,19.0,20.0,19.0,17.0,10.0,8.0,7.0,7.0,8.0,10.0,10.0,10.0,12.0,15.0
BOSTON-Chinatown,840250250045,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Chelsea HP,840250251004,-999,23.0,29.0,32.0,31.0,29.0,28.0,24.0,21.0,17.0,17.0,16.0,15.0,14.0,8.0,6.0,5.0,5.0,5.0,6.0,7.0,9.0,10.0,12.0
Chelsea HP,840250251004,M,G,G,G,G,G,G,G,G,G,G,B,G,G,G,G,G,G,G,G,G,G,G,G
Dillon,840300010003,-2.8,-0.4,0.8,0.4,5.7,-1.9,3.5,1.6,2.2,7.2,4.0,8.5,6.0,10.1,8.6,6.9,5.7,161.5,-2.7,15.3,4.7,0.2,-6.9,-0.2
Dillon,840300010003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,B,G,G,G,G,B,G
Miles City,840300170005,7.5,8.3,3.7,0.9,8.8,17.0,12.5,12.4,7.5,2.5,8.0,16.1,10.1,6.5,2.8,3.5,3.7,4.0,10.4,5.7,16.3,15.5,14.5,3.0
Miles City,840300170005,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Cut Bank,840300350022,3.7,7.4,7.0,5.4,7.0,8.9,4.2,6.7,0.5,1.1,3.6,3.7,4.2,5.4,5.2,3.2,7.0,4.5,2.8,4.7,-0.3,4.2,4.0,3.3
Cut Bank,840300350022,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Havre,840300410002,3.7,7.0,6.4,5.7,2.3,7.5,5.7,1.6,4.2,4.4,6.4,4.0,8.8,8.9,7.5,6.5,3.8,6.0,7.4,11.6,5.4,8.0,1.5,4.0
Havre,840300410002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Homestead NHP,840310670005,7.7,6.2,6.4,4.5,5.2,4.2,3.2,4.0,7.5,7.9,8.0,6.2,3.8,3.5,2.1,-0.2,-2.2,-0.2,2.7,4.5,5.4,5.4,47.6,48.3
Homestead NHP,840310670005,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Grand Island DOT,840310790005,9.0,8.0,14.0,14.0,9.0,10.0,14.0,16.0,10.0,15.0,13.0,11.0,10.0,10.0,6.0,7.0,9.0,8.0,11.0,9.0,8.0,7.0,7.0,10.0
Grand Island DOT,840310790005,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Scottsbluff HS,840311570006,6.0,9.0,9.0,4.0,7.0,6.0,6.0,8.0,12.0,14.0,9.0,8.0,6.0,6.0,5.0,3.0,4.0,4.0,3.0,6.0,4.0,4.0,7.0,7.0
Scottsbluff HS,840311570006,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Blair,840311770002,14.0,17.0,16.0,15.0,11.0,10.0,16.0,10.0,15.0,14.0,11.0,8.0,12.0,12.0,10.0,12.0,10.0,11.0,11.0,11.0,10.0,16.0,15.0,16.0
Blair,840311770002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
TRPA Office,84032005TRP1,4.2,3.5,-2.0,0.1,0.0,0.6,0.2,1.6,15.8,10.9,17.0,16.8,9.3,5.4,-3.2,-3.1,-2.4,6.7,14.4,7.9,-2.0,-3.2,-2.5,-2.2
TRPA Office,84032005TRP1,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Reno4,840320310031,3.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,0.0,-1.0,2.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,5.0,2.0,3.0
Reno4,840320310031,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Union City High Sch,840340170008,78.0,72.7,64.7,66.0,57.1,55.2,54.7,53.8,55.6,48.1,53.7,82.0,202.0,217.8,216.1,164.5,127.4,134.4,151.9,157.3,154.0,151.5,142.4,128.9
Union City High Sch,840340170008,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Trenton,840340210008,-999,-999,87.5,95.2,97.0,99.0,97.4,99.2,82.5,75.7,69.9,81.5,83.7,111.2,196.6,249.0,261.8,335.1,344.1,278.8,255.8,255.5,241.4,230.5
Trenton,840340210008,M,M,G,G,K,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Toms River,840340292002,-999,-999,-999,-999,-999,-999,98.0,95.0,87.0,80.0,69.0,78.0,85.0,73.0,95.0,174.0,292.0,283.0,311.0,338.0,327.0,317.0,305.0,248.0
Toms River,840340292002,M,M,M,M,M,M,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Paterson,840340310005,84.4,75.7,72.7,68.2,62.0,65.4,60.2,58.2,57.0,58.8,70.0,140.3,207.1,223.9,202.0,151.5,152.1,171.3,172.5,162.6,169.4,161.3,145.0,124.4
Paterson,840340310005,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Port Richmond,840360850055,72.2,65.9,65.5,70.0,64.2,56.7,51.7,47.6,49.7,49.3,48.3,62.1,177.3,249.5,249.8,236.0,138.9,116.7,134.1,138.0,140.9,146.8,143.6,143.0
Port Richmond,840360850055,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Friendship Park,840371190048,43.0,44.0,40.0,40.0,41.0,36.0,38.0,40.0,39.0,42.0,39.0,28.0,29.0,21.0,25.0,13.0,19.0,12.0,14.0,4.0,18.0,12.0,15.0,13.0
Friendship Park,840371190048,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Lake Ilo,840380250004,10.0,10.0,13.0,15.0,18.0,19.0,21.0,26.0,22.0,14.0,10.0,11.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0
Lake Ilo,840380250004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Gifford,840390090003,-999,30.8,25.8,24.0,24.6,26.6,26.5,25.8,36.0,62.0,64.2,62.7,61.7,55.5,51.3,44.6,41.0,36.7,27.8,24.3,23.6,23.1,22.6,21.3
Gifford,840390090003,M,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Ohio Bell,840390170015,38.7,34.7,38.2,36.8,35.6,34.7,35.1,45.2,59.5,72.2,70.9,63.7,57.6,53.5,44.2,33.2,26.3,28.6,43.7,70.2,70.0,65.7,67.2,64.5
Ohio Bell,840390170015,G,G,G,G,G,G,G,G,B,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
BPG,840390170022,40.8,39.2,38.0,36.2,35.5,34.6,34.7,50.2,87.0,77.5,77.0,72.5,64.2,57.5,58.5,38.8,30.8,32.2,43.8,84.4,78.5,76.4,83.0,100.4
BPG,840390170022,G,G,G,G,G,G,G,G,B,G,G,G,G,G,B,G,G,G,G,G,G,G,G,G
Carthage,840390610014,38.1,34.8,28.0,24.8,22.8,28.3,31.8,31.5,63.6,78.5,82.0,91.0,75.0,56.2,53.0,46.0,42.8,30.5,26.6,30.3,54.1,75.9,74.0,74.0
Carthage,840390610014,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Lower Price Hill,840390610042,39.2,33.1,29.3,27.6,23.0,25.6,29.6,30.8,38.2,75.5,81.0,77.7,72.2,62.8,54.7,42.3,40.0,39.0,28.0,26.3,34.2,64.5,70.0,63.7
Lower Price Hill,840390610042,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Youngstown State,840390990015,50.2,57.6,56.6,56.7,58.7,62.3,62.2,63.7,60.2,51.7,39.8,26.3,21.6,19.6,15.5,13.1,11.4,10.5,13.6,22.1,32.5,35.2,40.3,40.0
Youngstown State,840390990015,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
East Haverhill,840391450015,41.1,39.0,38.6,37.6,37.2,35.3,34.5,34.2,34.0,38.2,41.0,42.7,44.2,45.8,45.7,46.3,42.6,44.6,45.7,51.2,45.8,46.0,45.7,45.2
East Haverhill,840391450015,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Canton Fire St8,840391510017,-999,55.6,63.2,74.7,79.7,82.9,88.2,86.5,81.5,62.3,49.0,36.5,23.8,21.3,20.3,18.5,17.1,22.0,23.1,25.0,29.6,41.2,35.6,42.0
Canton Fire St8,840391510017,M,G,G,G,G,G,G,G,G,G,G,G,G,G,B,G,G,G,G,G,G,G,G,G
Five Points,840391530023,-999,74.0,80.5,81.0,80.0,78.0,79.0,82.5,82.7,69.2,37.5,25.5,18.1,17.6,14.8,19.3,26.5,23.6,28.8,35.6,30.8,26.5,35.2,52.0
Five Points,840391530023,M,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Mobile - Chickasaw,840401239030,8.4,9.3,10.6,11.8,10.0,10.5,11.2,12.1,11.8,12.2,9.6,7.9,8.0,7.7,8.2,10.7,11.6,11.8,11.3,11.0,14.3,13.7,12.5,7.9
Mobile - Chickasaw,840401239030,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Corvallis EPA Offic,840410030014,3.3,3.3,3.4,3.7,4.5,5.0,4.7,4.7,4.8,4.8,4.3,4.5,4.4,4.7,5.0,5.1,4.8,4.9,4.9,4.6,4.2,4.2,3.8,4.1
Corvallis EPA Offic,840410030014,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Estacada Clackamas,840410050011,3.9,4.0,4.1,4.0,4.1,4.2,4.2,4.5,4.7,4.7,4.6,4.3,4.2,-999,4.2,4.3,4.5,4.1,4.5,4.0,4.2,4.0,4.1,4.0
Estacada Clackamas,840410050011,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G,G,G,G,G,G,G
Coos Bay Marshfield,840410110003,2.2,1.8,1.8,1.8,1.7,1.6,1.7,1.7,1.6,1.3,1.2,1.1,1.2,1.4,1.8,1.8,2.0,1.9,2.0,2.5,1.6,1.3,1.3,2.1
Coos Bay Marshfield,840410110003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Brookings CPFA,840410150002,3.9,3.8,3.5,2.9,2.8,3.3,3.0,2.8,2.7,2.1,2.1,3.0,2.3,1.7,2.2,1.7,2.9,1.9,2.1,2.4,3.0,2.7,2.5,2.7
Brookings CPFA,840410150002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Bend Ponderosa Elem,840410170115,3.2,3.3,3.3,3.3,3.2,3.2,3.5,4.0,3.8,4.2,4.9,7.3,6.4,5.7,3.6,3.5,3.4,3.4,3.6,3.8,4.9,6.6,5.7,5.3
Bend Ponderosa Elem,840410170115,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Bend Pine Ridge Ele,840410170116,2.6,2.7,2.7,2.6,2.7,3.1,3.2,3.2,3.5,3.5,7.1,5.9,5.8,4.7,4.0,2.6,2.7,2.7,3.1,3.4,5.3,5.5,4.8,5.3
Bend Pine Ridge Ele,840410170116,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Sunriver Three Rive,840410170117,3.3,3.2,3.2,3.3,3.6,3.8,4.1,4.3,4.5,6.0,8.3,7.7,6.5,5.9,4.6,3.8,3.5,3.9,4.9,5.5,6.7,6.1,5.4,5.4
Sunriver Three Rive,840410170117,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Bend NE 8th & Emers,840410170123,2.8,3.5,3.3,3.0,3.2,3.3,3.5,3.8,3.8,4.2,5.7,7.1,6.5,5.7,3.7,3.0,3.0,3.0,3.2,-999,5.0,5.4,4.7,5.3
Bend NE 8th & Emers,840410170123,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Redmond High School,840410171001,4.5,4.8,4.6,4.5,4.7,5.2,5.5,6.4,6.0,6.7,6.4,5.7,6.0,5.5,5.3,5.1,4.7,4.9,5.2,5.2,5.2,5.0,5.1,5.8
Redmond High School,840410171001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
La Pine Rural Fire,840410172002,4.4,4.8,4.9,5.0,5.3,5.2,5.8,6.8,15.0,28.0,8.2,6.3,5.8,5.8,4.4,4.5,25.6,19.6,6.4,8.3,6.8,6.1,5.0,4.6
La Pine Rural Fire,840410172002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Roseburg Fire Dept,840410190004,3.2,3.2,3.2,3.5,3.6,3.7,3.8,3.9,4.4,5.0,4.7,3.9,4.7,5.4,4.2,4.1,4.1,4.2,4.1,3.9,3.9,3.1,3.1,3.0
Roseburg Fire Dept,840410190004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Hood River West Sid,840410270001,4.4,4.2,4.2,3.8,3.9,3.8,3.9,3.9,4.0,4.2,7.6,4.6,5.5,5.5,5.1,5.0,5.1,5.0,5.1,5.0,4.9,5.1,5.5,5.8
Hood River West Sid,840410270001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Chiloquin,840410352040,3.1,3.9,3.9,3.3,3.8,3.8,3.9,3.6,3.9,5.1,4.2,4.2,3.8,3.7,3.4,3.2,3.0,3.1,2.8,2.4,2.1,2.3,2.5,2.6
Chiloquin,840410352040,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Florence-Department,840410390100,7.0,6.9,5.2,4.4,4.7,4.0,4.5,4.5,4.2,4.5,4.2,4.2,3.2,2.7,3.1,3.3,3.6,4.4,5.0,5.4,5.4,5.2,5.2,5.2
Florence-Department,840410390100,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Eugene - Wilkes Dr.,840410390101,6.4,4.9,6.0,8.1,7.7,7.2,6.7,6.5,6.0,5.7,5.7,5.5,5.5,5.5,6.0,6.0,6.0,6.5,7.4,7.2,7.0,6.0,5.5,5.7
Eugene - Wilkes Dr.,840410390101,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Toledo NE Hwy20 & N,840410410004,3.5,3.6,4.3,4.3,4.2,3.8,3.8,3.9,4.2,3.6,3.3,3.5,3.2,3.1,3.3,3.1,3.2,3.3,3.4,3.4,3.4,3.5,3.7,3.6
Toledo NE Hwy20 & N,840410410004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Ontario May Roberts,840410450001,3.3,2.6,2.4,2.4,2.5,2.5,2.4,2.7,2.9,3.3,3.2,2.5,2.4,2.6,2.5,2.4,2.4,2.5,2.8,2.5,2.5,2.4,2.4,2.4
Ontario May Roberts,840410450001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Salem Chemeketa Com,840410470022,3.1,3.3,3.6,3.5,3.7,3.8,4.3,4.7,4.9,5.3,5.2,4.7,4.5,4.3,4.3,4.0,4.0,4.1,4.5,4.6,4.6,4.0,3.5,3.6
Salem Chemeketa Com,840410470022,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Woodburn Chemeketa,840410470023,4.1,4.2,4.5,6.5,4.9,4.1,3.6,3.8,3.9,3.9,3.9,4.0,4.0,3.8,3.7,3.7,4.2,3.9,3.9,3.9,4.1,4.5,3.9,3.4
Woodburn Chemeketa,840410470023,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Roosevelt High Scho,840410510003,4.0,5.6,6.2,5.8,5.0,4.5,4.9,5.6,5.2,4.1,4.3,4.4,4.4,4.3,4.0,4.0,4.2,4.2,4.0,4.7,4.9,5.6,6.2,4.3
Roosevelt High Scho,840410510003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Gresham Centennial,840410510031,4.1,5.5,6.7,7.0,6.8,7.8,7.6,5.1,4.1,4.8,4.6,4.9,4.9,4.7,5.0,4.4,4.3,4.4,4.8,5.3,5.8,6.5,6.8,6.9
Gresham Centennial,840410510031,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Portland Lane Middl,840410510032,3.7,4.4,4.8,5.0,4.8,5.1,5.6,4.5,3.7,3.9,4.0,4.1,4.0,4.1,3.8,3.7,3.7,3.8,3.5,3.6,4.1,5.3,5.3,5.2
Portland Lane Middl,840410510032,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Portland Lincoln Hi,840410510034,3.6,5.3,6.6,6.0,5.4,4.6,3.9,4.3,3.7,4.1,4.1,4.1,4.0,3.9,3.7,3.7,3.7,3.9,4.0,4.1,4.3,4.8,5.0,5.6
Portland Lincoln Hi,840410510034,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Portland SE 12th an,840410510035,3.9,5.0,5.8,5.9,4.9,5.1,5.5,5.7,3.6,4.0,4.1,4.3,4.8,4.9,4.2,4.2,4.0,3.9,4.0,4.1,4.7,5.2,5.5,6.0
Portland SE 12th an,840410510035,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Portland McDaniel H,840410510039,4.5,5.6,5.4,5.9,6.5,7.0,6.8,5.7,4.6,4.5,4.8,4.9,4.8,4.9,5.0,4.6,5.3,4.7,4.5,5.4,6.5,6.5,7.0,7.1
Portland McDaniel H,840410510039,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Portland Humboldt S,840410512010,4.1,5.4,6.7,5.8,5.3,5.6,5.6,6.3,4.4,4.8,4.9,5.1,4.9,4.4,4.5,4.5,4.7,4.8,4.8,5.2,6.0,6.1,6.8,6.2
Portland Humboldt S,840410512010,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Portland Cully Hele,840410512011,5.9,6.0,6.0,6.9,7.9,8.7,7.3,6.5,5.5,5.7,5.8,6.3,6.2,6.1,6.1,6.2,6.2,6.3,6.7,7.3,8.6,8.5,8.4,9.4
Portland Cully Hele,840410512011,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Dallas LaCreole Mid,840410530004,3.0,3.1,3.0,3.2,3.0,3.3,3.6,3.5,3.4,3.2,2.9,2.8,2.8,3.2,3.3,3.2,3.5,3.6,3.8,3.9,3.8,3.2,3.1,3.2
Dallas LaCreole Mid,840410530004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Tillamook Jr High S,840410570002,4.7,9.2,6.5,4.8,4.1,4.5,4.1,3.8,3.7,4.3,3.3,3.1,2.9,2.9,2.7,2.7,2.9,3.1,2.8,2.8,3.1,3.3,3.4,3.3
Tillamook Jr High S,840410570002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Forest Grove Pacifi,840410670006,4.1,3.9,3.7,3.7,4.0,4.6,4.5,4.6,4.7,4.7,4.3,4.4,4.5,4.3,4.5,4.6,4.6,4.5,4.6,4.7,5.0,4.9,5.1,4.2
Forest Grove Pacifi,840410670006,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
McMinnville High Sc,840410711003,4.0,4.0,4.3,4.5,4.2,4.5,5.3,5.4,4.8,4.8,4.4,4.4,4.4,4.9,4.9,5.3,5.1,5.5,5.4,5.3,5.1,4.3,4.1,4.1
McMinnville High Sc,840410711003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Avalon,840420030002,21.1,25.5,28.1,29.6,31.8,32.8,36.8,41.1,50.0,54.8,56.0,55.2,47.0,38.7,32.6,26.8,23.1,20.3,18.6,15.3,12.5,14.3,21.5,31.3
Avalon,840420030002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
North Braddock,840420031301,17.8,21.1,25.8,31.6,34.0,35.2,36.7,38.0,44.7,50.6,56.2,56.7,50.2,42.3,38.3,32.7,25.1,20.1,18.0,15.0,14.3,13.6,17.8,23.6
North Braddock,840420031301,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Clairton,840420033007,17.8,20.3,20.1,20.6,20.8,21.6,22.6,26.5,34.0,42.7,50.0,55.2,52.2,47.7,38.8,32.3,26.6,22.1,18.6,15.8,14.0,12.4,13.5,22.1
Clairton,840420033007,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Fort McIntosh,840420070008,18.6,22.6,29.6,33.7,40.7,42.0,44.2,47.2,51.3,48.0,43.0,40.5,35.7,27.6,22.0,20.3,17.6,14.3,12.8,10.8,12.9,18.6,28.8,32.7
Fort McIntosh,840420070008,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Uniontown,840420510524,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Uniontown,840420510524,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Lebanon,840420750101,160.0,154.0,154.5,154.4,153.6,153.4,152.0,126.9,107.2,94.2,125.0,83.7,93.7,185.0,202.4,200.1,169.9,140.3,159.4,179.0,263.3,354.1,394.1,383.3
Lebanon,840420750101,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Salladasburg,840420810419,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Salladasburg,840420810419,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
New Milford,840421150215,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
New Milford,840421150215,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Tunkhannock,840421310010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Tunkhannock,840421310010,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Near Road,840440070040,45.0,45.0,38.0,36.0,39.0,38.0,41.0,39.0,35.0,26.0,27.0,29.0,34.0,32.0,33.0,36.0,35.0,30.0,23.0,23.0,24.0,25.0,22.0,23.0
Near Road,840440070040,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
North Charleston F.,840450190020,17.3,15.1,14.0,15.0,16.1,18.5,20.3,21.6,21.5,23.0,24.8,26.3,24.8,24.8,19.6,19.8,19.8,17.3,16.5,14.5,14.6,16.6,11.4,12.0
North Charleston F.,840450190020,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Irmo DJJ,840450790022,20.5,22.6,22.6,23.0,24.3,25.6,21.6,21.1,22.1,24.5,28.1,29.6,28.1,23.0,22.6,21.0,19.6,19.6,22.1,28.0,24.3,17.3,17.5,16.5
Irmo DJJ,840450790022,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Aberdeen,840460130004,9.8,27.6,12.8,10.3,11.5,10.3,10.3,15.1,15.6,21.3,19.1,10.0,9.5,10.5,7.7,9.5,8.5,8.3,9.0,7.9,8.3,5.4,4.4,6.5
Aberdeen,840460130004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
